QUID,DWEIGHT_LIVE_FINAL,CS01,CS01_1,CS02,CS02_2,MTS01,MTS02,MTS03,MTS03_1,LMS01,LMS02,LMS02_1,LMS02_s,LMS03,LMS04,LMS05,LMS06,LMS07,LMS07_1,LMS07_2,LMS07_3a,LMS07_3b,LMS08,LMS08_s,LMS09a,LMS09b,LMS09c,LMS09d,LMS09e,LMS09f,LMS09g,LMS09f_s,SMS01a,SMS01b,SMS01c,SMS01d,SMS01d_s,SMS02,SMS03a,SMS03b,SMS03c,SMS03d,SMS04a,SMS04b,SMS04c,SMS04d,SMS04e,SMS04f,SMS04e_s,SMS05,MLA01,MLA02,MLA03,MLA03_1,MLA04,MLA04_1,LMA01,LMA02a_LS,LMA02b_LS,LMA02c_LS,LMA02d_LS,LMA02e_LS,LMA02f_LS,LMA02g_LS,LMA02h_LS,LMA02i_LS,LMA02j_LS,LMA02k_LS,LMA02l_LS,LMA02m_LS,LMA02n_LS,LMA02o_LS,LMA02p_LS,LMA02q_LS,LMA02r_LS,LMA02s_LS,LMA02f_1_LS,LMA02m_1_LS,LMA02q_1_LS,LMA02s_s_LS,LMA03a,LMA03b,LMA03c,LMA03d,LMA04a,LMA04b,LMA04c,LMA04d,LMA04e,LMA05a,LMA05b,LMA05c,LMA05d,LMA05d_1,SMA01,SMA02a,SMA02b,SMA02c,SMA02d,SMA03a,SMA03b,SMA03b_1,SMA04a,SMA04b,SMA04c,SMA04d,SMA04e,PLMA01,PLMA02a_LS,PLMA02b_LS,PLMA02c_LS,PLMA02d_LS,PLMA03a,PLMA03b,PLMA03c,PLMA03d,PLMA03e,PLMA04,PLMA05a,PLMA05b,PLMA05c,PLMA05d,PLMA05d_1,PSMA01,PSMA02a,PSMA02b,PSMA02c,PSMA02d,PSMA03a,PSMA03b,PSMA03c,PSMA03d,PSMA03e,PSMA04,PSMA05,MS04a,MS04b,MS04c,MS04b_s,MS04c_s,SECTORID,PLMA02a,PLMA02b,PLMA02c,PLMA02d,LMA02a,LMA02b,LMA02c,LMA02d,LMA03e,LMA04d_1,prov,ECO,prov_eco,mostcommonbe,mostcommonda,mostcommonpi,mostcommonpo
Q33062084,4.612021958,3,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,12,1,1201,,,,4
Q33062094,2.748141217,3,,3,,1,1,3,,1,3,,,4,3,1700000,12,2,,295,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,250,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,50,50,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,35,3,3503,,1,,
Q33062106,3.132974815,,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Storage piles in manure shed built specifically for this purpose,,1,1,1,3,,,,,,1,,2,1,,,,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,50,50,,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,GPS used,3,,,,,,,,,,,46,9,4609,,,,2
Q33062130,18.2749236,3,,1,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,3,3,1,,,,,,,1,1,,3,,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,50,50,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,Vidéo de surveillance,,1,,,,,,,,,,,24,2,2402,,1,,
Q33062143,4.07595456,1,1,1,5,1,1,3,,1,4,,,4,3,2336,16,2,,146,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,1,444,1,,,,,,1,,,,,,,1,,,,,,,2,1,,,0,0,50,50,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,robot,1,,,,,,,,,,,24,1,2401,,1,,
Q33062147,7.371102597,3,,3,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,1,,,,,,,2,1,,3,,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,100,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,robot de traite,1,,,,,,,,,,,24,5,2405,,1,,
Q33062168,4.305801724,3,,1,5,1,1,3,,3,3,,,,4,1800000,11,3,,,200,150,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,1,320,5,1,,,1,,,,,,,,,,,,,,,,,,,,40,,60,,,1,,,,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,GPS controlled operations,1,,,,,,,,,,,48,8,4808,,1,,
Q33062180,4.478255504,1,1,1,2,1,3,3,,1,4,,,4,3,450000,12,2,,70,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,35,3,3503,1,,,
Q33062188,25.12115847,3,,1,3,1,3,1,2,1,2,,,3,3,1500,20,2,,100,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,84,1,422,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,50,50,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gps,gps,1,,,,,,,,,,,24,2,2402,,1,,
Q33062228,3.811485362,,,1,5,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Boîte électronique contrôle tout,,3,,,,,,,,,,,24,2,2402,,,,3
Q33062234,7.414779716,1,1,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,20,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,100,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,46,9,4609,3,,,
Q33062247,2.980198573,,,,,3,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,BARN ENVIRONMENT TRACKING,"VENTILATION, LIGHTING, FEED DELIVERY, GRAIN MILLING.",3,,,,,,,,,,,48,8,4808,,,,3
Q33062248,1.700817701,3,,1,3,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,3,3,1,,,,,,,2,1,,1,1200,1,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,30,20,,,,1,,,1,3,1,1,1,"video, Field Data, GPS, Drones, Soil testing","Manure Spreading variable Rate, GPS, Feed Trucks",2,,,,,,,,,,,48,6,4806,1,,,
Q33062252,4.376674073,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,48,8,4808,2,,,
Q33062255,5.924307532,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,poultry video survelliance,"barn vent and lighting, feed delivery",3,,,,,,,,,,,35,4,3504,,,,3
Q33062257,3.558229953,3,,1,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,100,,,1,1,,3,,1,1,1,feed,GPS,2,,,,,,,,,,,48,7,4807,1,,,
Q33062262,1.191138644,3,,1,3,1,1,3,,1,1,1,,4,3,5400000,18,2,,175,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,500,1,2500,1,,,,,,1,,,,,,,,1,,,1,,,2,,1,,15,,35,50,1,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,Geofolia,"JD Link, My John Deere",1,,,,,,,,,,,24,2,2402,,1,,
Q33062264,3.81388018,,,1,5,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Contrôle pour ventilation et température,3,,,,,,,,,,,24,2,2402,,,,4
Q33062271,1,3,,1,5,1,1,1,4,1,6,,,2,3,4000000,10,3,,,317,118,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,900,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,10,40,20,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,tractors,1,,,,,,,,,,,35,3,3503,,1,,
Q33062279,2.932429137,3,,1,5,1,1,3,,1,2,,,4,3,7000,6,3,,,98,115,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,400,1,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,100,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,Maximus,1,,,,,,,,,,,24,5,2405,,1,,
Q33062280,2.934426809,,,,,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,3,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Temp/fan/vent/control system,3,,,,,,,,,,,59,12,5912,,,,3
Q33062302,3.391001971,3,,1,2,1,1,1,5,1,2,,,3,3,1000000,15,3,,,180,80,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,300,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,24,5,2405,,1,,
Q33062312,6.269813192,3,,1,5,1,1,3,,3,2,,,,4,800000,32,2,,80,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,100,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,Robot pour grain)(ventilateur pour ventilation tunnel)(éclairage au Led),1,,,,,,,,,,,24,5,2405,,1,,
Q33062322,2.981077085,,,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,1,2,3,3,1,,,,,,,1,1,,,,1,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,0,0,80,,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"Monitoring the barn - tempreture, ventilation","GPS in the field, Barn ventilation",3,,,,,,,,,,,46,9,4609,,,,3
Q33062330,3.411922846,1,1,1,1,1,1,3,,1,2,,,3,4,3000000,22,3,,,120,280,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,120,1,400,2,,,,,,1,,,,,,,,1,,,1,,,2,,3,,60,0,10,30,1,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,ventilation,1,,,,,,,,,,,35,4,3504,,1,,
Q33062340,2.739935033,1,1,,,1,1,3,,3,5,,,,2,64000,8,1,8400,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,20,50,20,1,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,Vifeo,Video,1,,,,,,,,,,,59,12,5912,,1,,
Q33062352,3.408967545,1,4,1,4,1,1,3,,3,2,,,,3,700000,20,3,,,120,120,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,247,1,371,2,1,,,1,,,,,,,,,,,,,,,,,,,,20,,50,30,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,24,5,2405,,1,,
Q33062365,3.47866586,3,,1,1,1,1,3,,1,3,,,2,4,,12,2,,120,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,260,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,0,33,34,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,35,4,3504,,1,,
Q33062383,10.489874,3,,1,1,1,1,3,,1,5,,,3,3,212000,12,2,,150,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,150,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,30,60,1,,,,,1,,,1,,,,,,,,,,,,,,,1,1,1,Feed consumption,Robotic milkers,1,,,,,,,,,,,35,3,3503,,1,,
Q33062437,6.075815633,3,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,1,,,,,,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,Livestock transponders,robotic milking,1,,,,,,,,,,,46,9,4609,,1,,
Q33062440,4.126486295,,,1,5,1,1,3,,3,2,,,,3,800000,10,3,,,140,105,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,280,2,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,,,50,50,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,crop analysis,4,,,,,,,,,,,35,3,3503,,,2,
Q33062452,3.582801541,1,3,1,5,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,3,3,1,,,,,,,1,1,,3,,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,60,20,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,35,3,3503,,,,3
Q33062465,3.446301508,3,,1,3,1,1,3,,1,6,,,2,3,,10,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,50,,1,,,,,2,,1,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,35,4,3504,,,1,
Q33062471,3.462458085,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,building,,1,3,1,3,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,35,3,3503,,,,3
Q33062500,2.59509458,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,35,3,3503,,,,4
Q33062511,1.191138644,,,1,3,1,1,3,,1,3,,,4,3,3000000,16,2,,200,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,550,3,,.,.,,.,,,,.,.,.,,,,.,,,,,2,,,,,,50,50,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,GPS SEMENCES,ANALYZE LAITERE,1,,,,,,,,,,,24,2,2402,,1,,
Q33062513,4.147326028,3,,3,,1,3,3,,1,2,,,2,2,1000000,20,3,,,280,180,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,300,1,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,59,12,5912,,1,,
Q33062521,3.357213048,3,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,3,3,3,3,1,,,,,,,3,1,,1,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,50,,1,,,,1,3,,1,1,,Calving cameras,,2,,,,,,,,,,,59,11,5911,3,,,
Q33062549,3.365248506,3,,3,,1,3,1,2,3,2,,,,2,750000,8,3,,,150,150,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,3,,1,240,1,1,,,,,1,,,,,,,,,,,,,,2,,,,33,33,0,34,1,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Robots,1,,,,,,,,,,,48,7,4807,,1,,
Q33062554,1.813643927,3,,1,1,1,1,1,1,1,1,4,,1,3,3000000,18,3,,,110,60,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,500,1,1000,4,,,,,,1,,,,,,,1,,,,,,,1,1,,,40,,35,25,1,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,35,2,3502,,1,,
Q33062559,2.621490423,3,,,,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,2,3,3,1,,,,,,,1,1,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,10,45,45,1,,,,,1,6,,,1,,"heat and ventilation controls, security systems to notify farmer",3,,,,,,,,,,,35,3,3503,,,,3
Q33062574,1.89694819,,,,,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,manure Storage,,1,1,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,software,software,3,,,,,,,,,,,35,3,3503,,,,3
Q33062614,2.896206364,,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,3,3,3,3,1,,,,,,,1,1,,,,1,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,50,,,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,10,4810,1,,,
Q33062624,3.778120185,,,,,1,1,1,5,1,2,,,4,4,200000,8,1,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,46,8,4608,,,2,
Q33062625,5.502221895,,,,,1,1,3,,3,2,,,,4,5000000,8,1,0,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"ventilation, feed",4,,,,,,,,,,,46,9,4609,,,3,
Q33062626,3.652028124,,,,,1,1,3,,3,1,2,,,4,3000000,8,1,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"ventilation, feed",4,,,,,,,,,,,46,10,4610,,,3,
Q33062628,3.649169234,,,,,1,1,1,5,3,2,,,,4,4000000,8,1,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,46,10,4610,,,2,
Q33062631,2.972549436,3,,1,2,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,3,,,,,,1,,2,1,,1,75,1,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,60,0,40,0,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,24,5,2405,,1,,
Q33062632,4.234156349,,,3,,1,1,3,,3,6,,,,,,,1,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,150,5,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,50,,50,,1,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,tractor GPS guided,4,,,,,,,,,,,35,4,3504,,,2,
Q33062633,8.518089207,1,2,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,70,20,,1,,,,3,,,,,,,2,,,,,,,,,,,48,7,4807,3,,,
Q33062644,3.916130444,,,1,5,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,2,1,,,,,,,1,1,,,,1,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,50,50,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,24,2,2402,,,,3
Q33062646,5.106412893,,,1,5,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,1,3,,,,,,1,,1,1,,,,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,90,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"ventilation, éclairage sous contrôle automate",3,,,,,,,,,,,24,2,2402,,,,3
Q33062654,2.955643582,3,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Barn ventilation and lighting,3,,,,,,,,,,,59,12,5912,,,,3
Q33062673,2.953909099,1,5,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,2,3,3,,,,,,1,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,ventilation lighting feed,3,,,,,,,,,,,48,8,4808,,,,3
Q33062675,4.654680142,3,,1,1,1,1,1,5,3,2,,,,3,2200000,15,3,,,388,233,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,375,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,40,,1,,,,,2,1,,,,,,,,,,,,,,,,,1,1,1,GPS,"GPS, ROBOTICS, MILK ANALYSIS, BARN VENTILATION",1,,,,,,,,,,,46,9,4609,,1,,
Q33062730,3.240362491,3,,,,1,1,3,,3,6,,,,2,130000,8,3,,,256,32,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,20,60,10,1,,,,,2,,,,1,2,,,,,,,,,,,,,1,,1,,robotic milkers,1,,,,,,,,,,,59,12,5912,,1,,
Q33062738,2.288201161,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Tunnel Ventilation,3,,,,,,,,,,,59,12,5912,,,,3
Q33062790,3.494376229,3,,1,2,1,1,3,,1,4,,,4,3,117,12,2,,105,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,330,1,400,3,,,,,,1,,,,,,,,,,,,,,2,,,,15,0,70,15,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,gps,1,,,,,,,,,,,24,1,2401,,1,,
Q33062792,6.413634729,,,,,1,1,1,4,3,5,,,,3,6400,14,2,,136,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,24,2,2402,,,2,
Q33062798,4.56915595,3,,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,3,3,,,,,,1,,1,1,,1,120,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,80,,20,,1,,,,,3,,1,,,,,2,,,,,,,,,,,48,6,4806,3,,,
Q33062865,3.898773521,3,,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,6,4806,3,,,
Q33062890,4.033299641,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,59,11,5911,3,,,
